round,event,driver,team,quali_pts,quali_position,grid_position,finish_position,grid_penalty_positions,race_finish_pts,race_gain_pts,race_fl_pts,race_penalty,race_total,sprint_finish_pts,sprint_gain_pts,sprint_fl_pts,sprint_penalty,sprint_total,positive_pts,is_dnf,total_pts
12,British Grand Prix,TSU,RB,0,13,13,10,0,2,3,0,0,5,,,,,,5,False,5
12,British Grand Prix,ALB,Williams,2,9,9,9,0,3,0,0,0,3,,,,,,5,False,5
12,British Grand Prix,GAS,Alpine,0,20,19,20,1,0,0,0,-10,-10,,,,,,0,True,-10
12,British Grand Prix,HAM,Mercedes,9,2,2,1,0,25,1,0,0,26,,,,,,35,False,35
12,British Grand Prix,NOR,McLaren,8,3,3,3,0,16,0,0,0,16,,,,,,24,False,24
12,British Grand Prix,STR,Aston Martin,3,8,8,7,0,7,1,0,0,8,,,,,,11,False,11
13,Hungarian Grand Prix,RUS,Mercedes,0,17,17,8,0,5,9,0,0,14,,,,,,14,False,14
13,Hungarian Grand Prix,PIA,McLaren,9,2,2,1,0,25,1,0,0,26,,,,,,35,False,35
13,Hungarian Grand Prix,OCO,Alpine,0,19,19,18,0,0,1,0,0,1,,,,,,1,False,1
13,Hungarian Grand Prix,SAR,Williams,0,14,14,17,0,0,0,0,0,0,,,,,,0,False,0
13,Hungarian Grand Prix,PER,Red Bull Racing,0,16,16,7,0,7,9,0,0,16,,,,,,16,False,16
13,Hungarian Grand Prix,BOT,Kick Sauber,0,12,12,16,0,0,0,0,0,0,,,,,,0,False,0
13,Hungarian Grand Prix,SAI,Ferrari,7,4,4,6,0,9,0,0,0,9,,,,,,16,False,16
13,Hungarian Grand Prix,MAG,Haas F1 Team,0,15,15,15,0,1,0,0,0,1,,,,,,1,False,1
13,Hungarian Grand Prix,RIC,RB,2,9,9,12,0,1,0,0,0,1,,,,,,3,False,3
13,Hungarian Grand Prix,HUL,Haas F1 Team,0,11,11,13,0,1,0,0,0,1,,,,,,1,False,1
13,Hungarian Grand Prix,LEC,Ferrari,5,6,6,4,0,13,2,0,0,15,,,,,,20,False,20
13,Hungarian Grand Prix,ZHO,Kick Sauber,0,18,18,19,0,0,0,0,0,0,,,,,,0,False,0
13,Hungarian Grand Prix,VER,Red Bull Racing,8,3,3,5,0,11,0,0,0,11,,,,,,19,False,19
13,Hungarian Grand Prix,ALO,Aston Martin,4,7,7,11,0,1,0,0,0,1,,,,,,5,False,5
13,Hungarian Grand Prix,TSU,RB,1,10,10,9,0,3,1,0,0,4,,,,,,5,False,5
13,Hungarian Grand Prix,ALB,Williams,0,13,13,14,0,1,0,0,0,1,,,,,,1,False,1
13,Hungarian Grand Prix,GAS,Alpine,0,20,20,20,0,0,0,0,-10,-10,,,,,,0,True,-10
13,Hungarian Grand Prix,HAM,Mercedes,6,5,5,3,0,16,2,0,0,18,,,,,,24,False,24
13,Hungarian Grand Prix,NOR,McLaren,10,1,1,2,0,20,0,0,0,20,,,,,,30,False,30
13,Hungarian Grand Prix,STR,Aston Martin,3,8,8,10,0,2,0,0,0,2,,,,,,5,False,5
14,Belgian Grand Prix,RUS,Mercedes,4,7,6,20,1,0,0,0,-10,-10,,,,,,4,True,-6
14,Belgian Grand Prix,PIA,McLaren,5,6,5,2,1,20,3,0,0,23,,,,,,28,False,28
14,Belgian Grand Prix,OCO,Alpine,1,10,9,9,1,3,0,0,0,3,,,,,,4,False,4
14,Belgian Grand Prix,SAR,Williams,0,19,18,17,1,0,1,0,0,1,,,,,,1,False,1
14,Belgian Grand Prix,PER,Red Bull Racing,8,3,2,7,1,7,0,0,0,7,,,,,,15,False,15
14,Belgian Grand Prix,BOT,Kick Sauber,0,14,14,15,0,1,0,0,0,1,,,,,,1,False,1
14,Belgian Grand Prix,SAI,Ferrari,3,8,7,6,1,9,1,0,0,10,,,,,,13,False,13
14,Belgian Grand Prix,MAG,Haas F1 Team,0,17,17,14,0,1,3,0,0,4,,,,,,4,False,4
14,Belgian Grand Prix,RIC,RB,0,13,13,10,0,2,3,0,0,5,,,,,,5,False,5
14,Belgian Grand Prix,HUL,Haas F1 Team,0,16,16,18,0,0,0,0,0,0,,,,,,0,False,0
14,Belgian Grand Prix,LEC,Ferrari,9,2,1,3,1,16,0,0,0,16,,,,,,25,False,25
14,Belgian Grand Prix,ZHO,Kick Sauber,0,20,19,19,1,0,0,0,-10,-10,,,,,,0,True,-10
14,Belgian Grand Prix,VER,Red Bull Racing,10,1,11,4,-10,13,7,0,0,20,,,,,,30,False,30
14,Belgian Grand Prix,ALO,Aston Martin,2,9,8,8,1,5,0,0,0,5,,,,,,7,False,7
14,Belgian Grand Prix,TSU,RB,0,18,20,16,-2,0,4,0,0,4,,,,,,4,False,4
14,Belgian Grand Prix,ALB,Williams,0,11,10,12,1,1,0,0,0,1,,,,,,1,False,1
14,Belgian Grand Prix,GAS,Alpine,0,12,12,13,0,1,0,0,0,1,,,,,,1,False,1
14,Belgian Grand Prix,HAM,Mercedes,7,4,3,1,1,25,2,0,0,27,,,,,,34,False,34
14,Belgian Grand Prix,NOR,McLaren,6,5,4,5,1,11,0,0,0,11,,,,,,17,False,17
14,Belgian Grand Prix,STR,Aston Martin,0,15,15,11,0,1,4,0,0,5,,,,,,5,False,5
15,Dutch Grand Prix,RUS,Mercedes,7,4,4,7,0,7,0,0,0,7,,,,,,14,False,14
15,Dutch Grand Prix,PIA,McLaren,8,3,3,4,0,13,0,0,0,13,,,,,,21,False,21
15,Dutch Grand Prix,OCO,Alpine,0,16,15,15,1,1,0,0,0,1,,,,,,1,False,1
15,Dutch Grand Prix,SAR,Williams,0,20,18,16,2,0,2,0,0,2,,,,,,2,False,2
15,Dutch Grand Prix,PER,Red Bull Racing,6,5,5,6,0,9,0,0,0,9,,,,,,15,False,15
15,Dutch Grand Prix,BOT,Kick Sauber,0,17,16,19,1,0,0,0,0,0,,,,,,0,False,0
15,Dutch Grand Prix,SAI,Ferrari,1,10,10,5,0,11,5,0,0,16,,,,,,17,False,17
15,Dutch Grand Prix,MAG,Haas F1 Team,0,14,20,18,-6,0,2,0,0,2,,,,,,2,False,2
15,Dutch Grand Prix,RIC,RB,0,15,13,12,2,1,1,0,0,2,,,,,,2,False,2
15,Dutch Grand Prix,HUL,Haas F1 Team,0,13,12,11,1,1,1,0,0,2,,,,,,2,False,2
15,Dutch Grand Prix,LEC,Ferrari,5,6,6,3,0,16,3,0,0,19,,,,,,24,False,24
15,Dutch Grand Prix,ZHO,Kick Sauber,0,18,17,20,1,0,0,0,0,0,,,,,,0,False,0
15,Dutch Grand Prix,VER,Red Bull Racing,9,2,2,2,0,20,0,0,0,20,,,,,,29,False,29
15,Dutch Grand Prix,ALO,Aston Martin,4,7,7,10,0,2,0,0,0,2,,,,,,6,False,6
15,Dutch Grand Prix,TSU,RB,0,12,11,17,1,0,0,0,0,0,,,,,,0,False,0
15,Dutch Grand Prix,ALB,Williams,1,10,19,14,-9,1,5,0,0,6,,,,,,7,False,7
15,Dutch Grand Prix,GAS,Alpine,2,9,9,9,0,3,0,0,0,3,,,,,,5,False,5
15,Dutch Grand Prix,HAM,Mercedes,0,11,14,8,-3,5,6,0,0,11,,,,,,11,False,11
15,Dutch Grand Prix,NOR,McLaren,10,1,1,1,0,25,0,0,0,25,,,,,,35,False,35
15,Dutch Grand Prix,STR,Aston Martin,3,8,8,13,0,1,0,0,0,1,,,,,,4,False,4
16,Italian Grand Prix,RUS,Mercedes,8,3,3,7,0,7,0,0,0,7,,,,,,15,False,15
16,Italian Grand Prix,PIA,McLaren,9,2,2,2,0,20,0,0,0,20,,,,,,29,False,29
16,Italian Grand Prix,OCO,Alpine,0,15,15,14,0,1,1,0,0,2,,,,,,2,False,2
16,Italian Grand Prix,PER,Red Bull Racing,3,8,8,8,0,5,0,0,0,5,,,,,,8,False,8
16,Italian Grand Prix,BOT,Kick Sauber,0,19,19,16,0,0,3,0,0,3,,,,,,3,False,3
16,Italian Grand Prix,SAI,Ferrari,6,5,5,4,0,13,1,0,0,14,,,,,,20,False,20
16,Italian Grand Prix,MAG,Haas F1 Team,0,13,13,10,0,2,3,0,0,5,,,,,,5,False,5
16,Italian Grand Prix,RIC,RB,0,12,12,13,0,1,0,0,0,1,,,,,,1,False,1
16,Italian Grand Prix,HUL,Haas F1 Team,1,10,10,17,0,0,0,0,0,0,,,,,,1,False,1
16,Italian Grand Prix,LEC,Ferrari,7,4,4,1,0,25,3,0,0,28,,,,,,35,False,35
16,Italian Grand Prix,ZHO,Kick Sauber,0,20,20,18,0,0,2,0,0,2,,,,,,2,False,2
16,Italian Grand Prix,VER,Red Bull Racing,4,7,7,6,0,9,1,0,0,10,,,,,,14,False,14
16,Italian Grand Prix,ALO,Aston Martin,0,11,11,11,0,1,0,0,0,1,,,,,,1,False,1
16,Italian Grand Prix,TSU,RB,0,16,16,20,0,0,0,0,-10,-10,,,,,,0,True,-10
16,Italian Grand Prix,ALB,Williams,2,9,9,9,0,3,0,0,0,3,,,,,,5,False,5
16,Italian Grand Prix,GAS,Alpine,0,14,14,15,0,1,0,0,0,1,,,,,,1,False,1
16,Italian Grand Prix,HAM,Mercedes,5,6,6,5,0,11,1,0,0,12,,,,,,17,False,17
16,Italian Grand Prix,NOR,McLaren,10,1,1,3,0,16,0,0,0,16,,,,,,26,False,26
16,Italian Grand Prix,STR,Aston Martin,0,17,17,19,0,0,0,0,0,0,,,,,,0,False,0
16,Italian Grand Prix,COL,Williams,0,18,18,12,0,1,6,0,0,7,,,,,,7,False,7
17,Azerbaijan Grand Prix,RUS,Mercedes,6,5,5,3,0,16,2,0,0,18,,,,,,24,False,24
17,Azerbaijan Grand Prix,PIA,McLaren,9,2,2,1,0,25,1,0,0,26,,,,,,35,False,35
17,Azerbaijan Grand Prix,OCO,Alpine,0,19,20,15,-1,1,5,0,0,6,,,,,,6,False,6
17,Azerbaijan Grand Prix,PER,Red Bull Racing,7,4,4,17,0,0,0,0,-10,-10,,,,,,7,True,-3
17,Azerbaijan Grand Prix,BOT,Kick Sauber,0,17,16,16,1,0,0,0,0,0,,,,,,0,False,0
17,Azerbaijan Grand Prix,SAI,Ferrari,8,3,3,18,0,0,0,0,-10,-10,,,,,,8,True,-2
17,Azerbaijan Grand Prix,RIC,RB,0,15,14,13,1,1,1,0,0,2,,,,,,2,False,2
17,Azerbaijan Grand Prix,HUL,Haas F1 Team,0,13,12,11,1,1,1,0,0,2,,,,,,2,False,2
17,Azerbaijan Grand Prix,LEC,Ferrari,10,1,1,2,0,20,0,0,0,20,,,,,,30,False,30
17,Azerbaijan Grand Prix,ZHO,Kick Sauber,0,18,17,14,1,1,3,0,0,4,,,,,,4,False,4
17,Azerbaijan Grand Prix,VER,Red Bull Racing,5,6,6,5,0,11,1,0,0,12,,,,,,17,False,17
17,Azerbaijan Grand Prix,ALO,Aston Martin,3,8,7,6,1,9,1,0,0,10,,,,,,13,False,13
17,Azerbaijan Grand Prix,TSU,RB,0,12,11,20,1,0,0,0,-10,-10,,,,,,0,True,-10
17,Azerbaijan Grand Prix,ALB,Williams,1,10,9,7,1,7,2,0,0,9,,,,,,10,False,10
17,Azerbaijan Grand Prix,GAS,Alpine,0,15,18,12,-3,1,6,0,0,7,,,,,,7,False,7
17,Azerbaijan Grand Prix,HAM,Mercedes,4,7,19,9,-12,3,10,0,0,13,,,,,,17,False,17
17,Azerbaijan Grand Prix,NOR,McLaren,0,16,15,4,1,13,11,0,0,24,,,,,,24,False,24
17,Azerbaijan Grand Prix,STR,Aston Martin,0,14,13,19,1,0,0,0,-10,-10,,,,,,0,True,-10
17,Azerbaijan Grand Prix,BEA,Haas F1 Team,0,11,10,10,1,2,0,0,0,2,,,,,,2,False,2
17,Azerbaijan Grand Prix,COL,Williams,2,9,8,8,1,5,0,0,0,5,,,,,,7,False,7
18,Singapore Grand Prix,RUS,Mercedes,7,4,4,4,0,13,0,0,0,13,,,,,,20,False,20
18,Singapore Grand Prix,PIA,McLaren,6,5,5,3,0,16,2,0,0,18,,,,,,24,False,24
18,Singapore Grand Prix,OCO,Alpine,0,15,15,13,0,1,2,0,0,3,,,,,,3,False,3
18,Singapore Grand Prix,PER,Red Bull Racing,0,13,13,10,0,2,3,0,0,5,,,,,,5,False,5
18,Singapore Grand Prix,BOT,Kick Sauber,0,19,19,16,0,0,3,0,0,3,,,,,,3,False,3
18,Singapore Grand Prix,SAI,Ferrari,1,10,10,7,0,7,3,0,0,10,,,,,,11,False,11
18,Singapore Grand Prix,MAG,Haas F1 Team,0,14,14,19,0,0,0,0,-10,-10,,,,,,0,True,-10
18,Singapore Grand Prix,RIC,RB,0,16,16,18,0,0,0,0,0,0,,,,,,0,False,0
18,Singapore Grand Prix,HUL,Haas F1 Team,5,6,6,9,0,3,0,0,0,3,,,,,,8,False,8
18,Singapore Grand Prix,LEC,Ferrari,2,9,9,5,0,11,4,0,0,15,,,,,,17,False,17
18,Singapore Grand Prix,ZHO,Kick Sauber,0,20,20,15,0,1,5,0,0,6,,,,,,6,False,6
18,Singapore Grand Prix,VER,Red Bull Racing,9,2,2,2,0,20,0,0,0,20,,,,,,29,False,29
18,Singapore Grand Prix,ALO,Aston Martin,4,7,7,8,0,5,0,0,0,5,,,,,,9,False,9
18,Singapore Grand Prix,TSU,RB,3,8,8,12,0,1,0,0,0,1,,,,,,4,False,4
18,Singapore Grand Prix,ALB,Williams,0,11,11,20,0,0,0,0,-10,-10,,,,,,0,True,-10
18,Singapore Grand Prix,GAS,Alpine,0,18,18,17,0,0,1,0,0,1,,,,,,1,False,1
18,Singapore Grand Prix,HAM,Mercedes,8,3,3,6,0,9,0,0,0,9,,,,,,17,False,17
18,Singapore Grand Prix,NOR,McLaren,10,1,1,1,0,25,0,0,0,25,,,,,,35,False,35
18,Singapore Grand Prix,STR,Aston Martin,0,17,17,14,0,1,3,0,0,4,,,,,,4,False,4
18,Singapore Grand Prix,COL,Williams,0,12,12,11,0,1,1,0,0,2,,,,,,2,False,2
19,United States Grand Prix,RUS,Mercedes,5,6,20,6,-14,9,14,0,0,23,4.0,0.0,0.0,0.0,4.0,32,False,32
19,United States Grand Prix,PIA,McLaren,6,5,5,5,0,11,0,0,0,11,0.0,6.0,0.0,0.0,6.0,23,False,23
19,United States Grand Prix,OCO,Alpine,0,13,12,18,1,0,0,0,0,0,0.0,2.0,0.0,0.0,2.0,2,False,2
19,United States Grand Prix,PER,Red Bull Racing,1,10,9,7,1,7,2,0,0,9,0.0,2.0,0.0,0.0,2.0,12,False,12
19,United States Grand Prix,LAW,RB,0,15,19,9,-4,3,10,0,0,13,0.0,0.0,0.0,0.0,0.0,13,False,13
19,United States Grand Prix,BOT,Kick Sauber,0,18,16,17,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False,0
19,United States Grand Prix,SAI,Ferrari,8,3,3,2,0,20,1,0,0,21,7.0,3.0,0.0,0.0,10.0,39,False,39
19,United States Grand Prix,MAG,Haas F1 Team,2,9,8,11,1,1,0,0,0,1,2.0,1.0,0.0,0.0,3.0,6,False,6
19,United States Grand Prix,HUL,Haas F1 Team,0,12,11,8,1,5,3,0,0,8,1.0,0.0,0.0,0.0,1.0,9,False,9
19,United States Grand Prix,LEC,Ferrari,7,4,4,1,0,25,3,0,0,28,5.0,0.0,0.0,0.0,5.0,40,False,40
19,United States Grand Prix,ZHO,Kick Sauber,0,20,18,19,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False,0
19,United States Grand Prix,VER,Red Bull Racing,9,2,2,3,0,16,0,0,0,16,8.0,0.0,0.0,0.0,8.0,33,False,33
19,United States Grand Prix,ALO,Aston Martin,3,8,7,13,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,4,False,4
19,United States Grand Prix,TSU,RB,0,11,10,14,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
19,United States Grand Prix,ALB,Williams,0,16,14,16,2,0,0,0,0,0,0.0,3.0,0.0,0.0,3.0,3,False,3
19,United States Grand Prix,GAS,Alpine,4,7,6,12,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,5,False,5
19,United States Grand Prix,HAM,Mercedes,0,19,17,20,2,0,0,0,-10,-10,3.0,1.0,0.0,0.0,4.0,4,True,-6
19,United States Grand Prix,NOR,McLaren,10,1,1,4,0,13,0,0,0,13,6.0,1.0,0.0,0.0,7.0,30,False,30
19,United States Grand Prix,STR,Aston Martin,0,14,13,15,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
19,United States Grand Prix,COL,Williams,0,17,15,10,2,2,5,0,0,7,0.0,0.0,0.0,0.0,0.0,7,False,7
20,Mexico City Grand Prix,RUS,Mercedes,6,5,5,5,0,11,0,0,0,11,,,,,,17,False,17
20,Mexico City Grand Prix,PIA,McLaren,0,17,17,8,0,5,9,0,0,14,,,,,,14,False,14
20,Mexico City Grand Prix,OCO,Alpine,0,19,0,13,19,1,0,0,0,1,,,,,,1,False,1
20,Mexico City Grand Prix,PER,Red Bull Racing,0,18,18,17,0,0,1,0,0,1,,,,,,1,False,1
20,Mexico City Grand Prix,LAW,RB,0,12,12,16,0,0,0,0,0,0,,,,,,0,False,0
20,Mexico City Grand Prix,BOT,Kick Sauber,0,15,15,14,0,1,1,0,0,2,,,,,,2,False,2
20,Mexico City Grand Prix,SAI,Ferrari,10,1,1,1,0,25,0,0,0,25,,,,,,35,False,35
20,Mexico City Grand Prix,MAG,Haas F1 Team,4,7,7,7,0,7,0,0,0,7,,,,,,11,False,11
20,Mexico City Grand Prix,HUL,Haas F1 Team,1,10,10,9,0,3,1,0,0,4,,,,,,5,False,5
20,Mexico City Grand Prix,LEC,Ferrari,7,4,4,3,0,16,1,0,0,17,,,,,,24,False,24
20,Mexico City Grand Prix,ZHO,Kick Sauber,0,20,19,15,1,1,4,0,0,5,,,,,,5,False,5
20,Mexico City Grand Prix,VER,Red Bull Racing,9,2,2,6,0,9,0,0,0,9,,,,,,18,False,18
20,Mexico City Grand Prix,ALO,Aston Martin,0,13,13,18,0,0,0,0,-10,-10,,,,,,0,True,-10
20,Mexico City Grand Prix,TSU,RB,0,11,11,20,0,0,0,0,-10,-10,,,,,,0,True,-10
20,Mexico City Grand Prix,ALB,Williams,2,9,9,19,0,0,0,0,-10,-10,,,,,,2,True,-8
20,Mexico City Grand Prix,GAS,Alpine,3,8,8,10,0,2,0,0,0,2,,,,,,5,False,5
20,Mexico City Grand Prix,HAM,Mercedes,5,6,6,4,0,13,2,0,0,15,,,,,,20,False,20
20,Mexico City Grand Prix,NOR,McLaren,8,3,3,2,0,20,1,0,0,21,,,,,,29,False,29
20,Mexico City Grand Prix,STR,Aston Martin,0,14,14,11,0,1,3,0,0,4,,,,,,4,False,4
20,Mexico City Grand Prix,COL,Williams,0,16,16,12,0,1,4,0,0,5,,,,,,5,False,5
21,São Paulo Grand Prix,RUS,Mercedes,9,2,2,4,0,13,0,0,0,13,3.0,0.0,0.0,0.0,3.0,25,False,25
21,São Paulo Grand Prix,PIA,McLaren,3,8,8,8,0,5,0,0,0,5,7.0,0.0,0.0,0.0,7.0,15,False,15
21,São Paulo Grand Prix,OCO,Alpine,7,4,4,2,0,20,2,0,0,22,0.0,3.0,0.0,0.0,3.0,32,False,32
21,São Paulo Grand Prix,PER,Red Bull Racing,0,13,12,11,1,1,1,0,0,2,1.0,5.0,0.0,0.0,6.0,8,False,8
21,São Paulo Grand Prix,LAW,RB,6,5,5,9,0,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,9,False,9
21,São Paulo Grand Prix,BOT,Kick Sauber,0,11,11,13,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
21,São Paulo Grand Prix,SAI,Ferrari,0,14,20,16,-6,0,0,0,-10,-10,4.0,0.0,0.0,0.0,4.0,4,True,-6
21,São Paulo Grand Prix,HUL,Haas F1 Team,0,19,18,20,1,0,0,0,-10,-10,0.0,0.0,0.0,-5.0,-5.0,0,True,-15
21,São Paulo Grand Prix,LEC,Ferrari,5,6,6,5,0,11,1,0,0,12,6.0,0.0,0.0,0.0,6.0,23,False,23
21,São Paulo Grand Prix,ZHO,Kick Sauber,0,20,19,15,1,1,4,0,0,5,0.0,3.0,0.0,0.0,3.0,8,False,8
21,São Paulo Grand Prix,VER,Red Bull Racing,0,12,17,1,-5,25,16,0,0,41,5.0,0.0,0.0,0.0,5.0,46,False,46
21,São Paulo Grand Prix,ALO,Aston Martin,2,9,9,14,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,3,False,3
21,São Paulo Grand Prix,TSU,RB,8,3,3,7,0,7,0,0,0,7,0.0,2.0,0.0,0.0,2.0,17,False,17
21,São Paulo Grand Prix,ALB,Williams,4,7,7,18,0,0,0,0,-10,-10,0.0,0.0,0.0,0.0,0.0,4,True,-6
21,São Paulo Grand Prix,GAS,Alpine,0,15,13,3,2,16,10,0,0,26,2.0,0.0,0.0,0.0,2.0,28,False,28
21,São Paulo Grand Prix,HAM,Mercedes,0,16,14,10,2,2,4,0,0,6,0.0,0.0,0.0,0.0,0.0,6,False,6
21,São Paulo Grand Prix,NOR,McLaren,10,1,1,6,0,9,0,0,0,9,8.0,1.0,0.0,0.0,9.0,28,False,28
21,São Paulo Grand Prix,STR,Aston Martin,1,10,10,19,0,0,0,0,-10,-10,0.0,0.0,0.0,0.0,0.0,1,True,-9
21,São Paulo Grand Prix,BEA,Haas F1 Team,0,17,15,12,2,1,3,0,0,4,0.0,0.0,0.0,0.0,0.0,4,False,4
21,São Paulo Grand Prix,COL,Williams,0,18,16,17,2,0,0,0,-10,-10,0.0,2.0,0.0,0.0,2.0,2,True,-8
22,Las Vegas Grand Prix,RUS,Mercedes,10,1,1,1,0,25,0,0,0,25,,,,,,35,False,35
22,Las Vegas Grand Prix,PIA,McLaren,3,8,8,7,0,7,1,0,0,8,,,,,,11,False,11
22,Las Vegas Grand Prix,OCO,Alpine,0,11,11,17,0,0,0,0,0,0,,,,,,0,False,0
22,Las Vegas Grand Prix,PER,Red Bull Racing,0,16,15,10,1,2,5,0,0,7,,,,,,7,False,7
22,Las Vegas Grand Prix,LAW,RB,0,15,14,16,1,0,0,0,0,0,,,,,,0,False,0
22,Las Vegas Grand Prix,BOT,Kick Sauber,0,19,19,18,0,0,1,0,0,1,,,,,,1,False,1
22,Las Vegas Grand Prix,SAI,Ferrari,9,2,2,3,0,16,0,0,0,16,,,,,,25,False,25
22,Las Vegas Grand Prix,MAG,Haas F1 Team,0,12,12,12,0,1,0,0,0,1,,,,,,1,False,1
22,Las Vegas Grand Prix,HUL,Haas F1 Team,2,9,9,8,0,5,1,0,0,6,,,,,,8,False,8
22,Las Vegas Grand Prix,LEC,Ferrari,7,4,4,4,0,13,0,0,0,13,,,,,,20,False,20
22,Las Vegas Grand Prix,ZHO,Kick Sauber,0,13,13,13,0,1,0,0,0,1,,,,,,1,False,1
22,Las Vegas Grand Prix,VER,Red Bull Racing,6,5,5,5,0,11,0,0,0,11,,,,,,17,False,17
22,Las Vegas Grand Prix,ALO,Aston Martin,0,17,16,11,1,1,5,0,0,6,,,,,,6,False,6
22,Las Vegas Grand Prix,TSU,RB,4,7,7,9,0,3,0,0,0,3,,,,,,7,False,7
22,Las Vegas Grand Prix,ALB,Williams,0,18,17,19,1,0,0,0,-10,-10,,,,,,0,True,-10
22,Las Vegas Grand Prix,GAS,Alpine,8,3,3,20,0,0,0,0,-10,-10,,,,,,8,True,-2
22,Las Vegas Grand Prix,HAM,Mercedes,1,10,10,2,0,20,8,0,0,28,,,,,,29,False,29
22,Las Vegas Grand Prix,NOR,McLaren,5,6,6,6,0,9,0,0,0,9,,,,,,14,False,14
22,Las Vegas Grand Prix,STR,Aston Martin,0,20,18,15,2,1,3,0,0,4,,,,,,4,False,4
22,Las Vegas Grand Prix,COL,Williams,0,14,20,14,-6,1,6,0,0,7,,,,,,7,False,7
23,Qatar Grand Prix,RUS,Mercedes,9,2,1,4,1,13,0,0,0,13,6.0,0.0,0.0,0.0,6.0,28,False,28
23,Qatar Grand Prix,PIA,McLaren,7,4,4,3,0,16,1,0,0,17,8.0,2.0,0.0,0.0,10.0,34,False,34
23,Qatar Grand Prix,OCO,Alpine,0,20,20,20,0,0,0,0,-10,-10,0.0,3.0,0.0,0.0,3.0,3,True,-7
23,Qatar Grand Prix,PER,Red Bull Racing,2,9,9,17,0,0,0,0,-10,-10,0.0,0.0,0.0,0.0,0.0,2,True,-8
23,Qatar Grand Prix,LAW,RB,0,17,17,14,0,1,3,0,0,4,0.0,0.0,0.0,0.0,0.0,4,False,4
23,Qatar Grand Prix,BOT,Kick Sauber,0,13,13,11,0,1,2,0,0,3,0.0,1.0,0.0,0.0,1.0,4,False,4
23,Qatar Grand Prix,SAI,Ferrari,4,7,7,6,0,9,1,0,0,10,5.0,0.0,0.0,0.0,5.0,19,False,19
23,Qatar Grand Prix,MAG,Haas F1 Team,1,10,10,9,0,3,1,0,0,4,0.0,5.0,0.0,0.0,5.0,10,False,10
23,Qatar Grand Prix,HUL,Haas F1 Team,0,18,18,16,0,0,0,0,-10,-10,2.0,2.0,0.0,0.0,4.0,4,True,-6
23,Qatar Grand Prix,LEC,Ferrari,6,5,5,2,0,20,3,0,0,23,4.0,0.0,0.0,0.0,4.0,33,False,33
23,Qatar Grand Prix,ZHO,Kick Sauber,0,12,12,8,0,5,4,0,0,9,0.0,0.0,0.0,0.0,0.0,9,False,9
23,Qatar Grand Prix,VER,Red Bull Racing,10,1,2,1,-1,25,1,0,0,26,1.0,0.0,0.0,0.0,1.0,37,False,37
23,Qatar Grand Prix,ALO,Aston Martin,3,8,8,7,0,7,1,0,0,8,0.0,0.0,0.0,0.0,0.0,11,False,11
23,Qatar Grand Prix,TSU,RB,0,14,14,13,0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,2,False,2
23,Qatar Grand Prix,ALB,Williams,0,16,16,15,0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,2,False,2
23,Qatar Grand Prix,GAS,Alpine,0,11,11,5,0,11,6,0,0,17,0.0,0.0,0.0,0.0,0.0,17,False,17
23,Qatar Grand Prix,HAM,Mercedes,5,6,6,12,0,1,0,0,0,1,3.0,1.0,0.0,0.0,4.0,10,False,10
23,Qatar Grand Prix,NOR,McLaren,8,3,3,10,0,2,0,0,0,2,7.0,0.0,0.0,0.0,7.0,17,False,17
23,Qatar Grand Prix,STR,Aston Martin,0,15,15,18,0,0,0,0,-10,-10,0.0,1.0,0.0,0.0,1.0,1,True,-9
23,Qatar Grand Prix,COL,Williams,0,19,19,19,0,0,0,0,-10,-10,0.0,2.0,0.0,0.0,2.0,2,True,-8
24,Abu Dhabi Grand Prix,RUS,Mercedes,4,7,6,5,1,11,1,0,0,12,,,,,,16,False,16
24,Abu Dhabi Grand Prix,PIA,McLaren,9,2,2,10,0,2,0,0,0,2,,,,,,11,False,11
24,Abu Dhabi Grand Prix,PER,Red Bull Racing,1,10,10,20,0,0,0,0,-10,-10,,,,,,1,True,-9
24,Abu Dhabi Grand Prix,LAW,RB,0,12,12,17,0,0,0,0,-10,-10,,,,,,0,True,-10
24,Abu Dhabi Grand Prix,BOT,Kick Sauber,2,9,9,18,0,0,0,0,-10,-10,,,,,,2,True,-8
24,Abu Dhabi Grand Prix,SAI,Ferrari,8,3,3,2,0,20,1,0,0,21,,,,,,29,False,29
24,Abu Dhabi Grand Prix,MAG,Haas F1 Team,0,15,14,16,1,0,0,0,0,0,,,,,,0,False,0
24,Abu Dhabi Grand Prix,HUL,Haas F1 Team,7,4,7,8,-3,5,0,0,0,5,,,,,,12,False,12
24,Abu Dhabi Grand Prix,LEC,Ferrari,0,14,19,3,-5,16,16,0,0,32,,,,,,32,False,32
