round,event,driver,team,quali_pts,quali_position,grid_position,finish_position,grid_penalty_positions,race_finish_pts,race_gain_pts,race_fl_pts,race_penalty,race_total,sprint_finish_pts,sprint_gain_pts,sprint_fl_pts,sprint_penalty,sprint_total,positive_pts,is_dnf,total_pts
11,Hungarian Grand Prix,TSU,AlphaTauri,0,17,17.0,15.0,0.0,1,2,0,0,3,,,,,,3,False,3
11,Hungarian Grand Prix,RIC,AlphaTauri,0,13,13.0,13.0,0.0,1,0,0,0,1,,,,,,1,False,1
11,Hungarian Grand Prix,NOR,McLaren,8,3,3.0,2.0,0.0,20,1,0,0,21,,,,,,29,False,29
11,Hungarian Grand Prix,PER,Red Bull Racing,2,9,9.0,3.0,0.0,16,6,0,0,22,,,,,,24,False,24
11,Hungarian Grand Prix,PIA,McLaren,7,4,4.0,5.0,0.0,11,0,0,0,11,,,,,,18,False,18
11,Hungarian Grand Prix,BOT,Alfa Romeo,4,7,7.0,12.0,0.0,1,0,0,0,1,,,,,,5,False,5
11,Hungarian Grand Prix,SAI,Ferrari,0,11,11.0,8.0,0.0,5,3,0,0,8,,,,,,8,False,8
12,Belgian Grand Prix,OCO,Alpine,0,15,14.0,8.0,1.0,5,6,0,0,11,0.0,0.0,0.0,0.0,0.0,11,False,11
12,Belgian Grand Prix,GAS,Alpine,0,12,12.0,11.0,0.0,1,1,0,0,2,6.0,3.0,0.0,0.0,9.0,11,False,11
12,Belgian Grand Prix,SAR,Williams,0,18,18.0,17.0,0.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
12,Belgian Grand Prix,VER,Red Bull Racing,10,1,6.0,1.0,-5.0,25,5,0,0,30,8.0,0.0,0.0,0.0,8.0,48,False,48
12,Belgian Grand Prix,HAM,Mercedes,7,4,3.0,4.0,1.0,13,0,0,0,13,2.0,0.0,0.0,0.0,2.0,22,False,22
12,Belgian Grand Prix,STR,Aston Martin,1,10,10.0,9.0,0.0,3,1,0,0,4,0.0,3.0,0.0,0.0,3.0,8,False,8
12,Belgian Grand Prix,HUL,Haas F1 Team,0,20,20.0,18.0,0.0,0,2,0,0,2,0.0,3.0,0.0,0.0,3.0,5,False,5
12,Belgian Grand Prix,ZHO,Alfa Romeo,0,17,17.0,13.0,0.0,1,4,0,0,5,0.0,4.0,0.0,0.0,4.0,9,False,9
12,Belgian Grand Prix,LEC,Ferrari,9,2,1.0,3.0,1.0,16,0,0,0,16,4.0,0.0,0.0,0.0,4.0,29,False,29
12,Belgian Grand Prix,RUS,Mercedes,3,8,8.0,6.0,0.0,9,2,0,0,11,1.0,2.0,0.0,0.0,3.0,17,False,17
12,Belgian Grand Prix,MAG,Haas F1 Team,0,13,16.0,15.0,-3.0,1,1,0,0,2,0.0,4.0,0.0,0.0,4.0,6,False,6
12,Belgian Grand Prix,ALB,Williams,0,16,15.0,14.0,1.0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,2,False,2
12,Belgian Grand Prix,ALO,Aston Martin,2,9,9.0,5.0,0.0,11,4,0,0,15,0.0,0.0,0.0,-5.0,-5.0,17,False,12
12,Belgian Grand Prix,TSU,AlphaTauri,0,11,11.0,10.0,0.0,2,1,0,0,3,0.0,0.0,0.0,0.0,0.0,3,False,3
12,Belgian Grand Prix,RIC,AlphaTauri,0,19,19.0,16.0,0.0,0,3,0,0,3,0.0,1.0,0.0,0.0,1.0,4,False,4
12,Belgian Grand Prix,NOR,McLaren,4,7,7.0,7.0,0.0,7,0,0,0,7,3.0,0.0,0.0,0.0,3.0,14,False,14
12,Belgian Grand Prix,PER,Red Bull Racing,8,3,2.0,2.0,1.0,20,0,0,0,20,0.0,0.0,0.0,-5.0,-5.0,28,False,23
12,Belgian Grand Prix,PIA,McLaren,5,6,5.0,20.0,1.0,0,0,0,-10,-10,7.0,0.0,0.0,0.0,7.0,12,True,2
12,Belgian Grand Prix,BOT,Alfa Romeo,0,14,13.0,12.0,1.0,1,1,0,0,2,0.0,4.0,0.0,0.0,4.0,6,False,6
12,Belgian Grand Prix,SAI,Ferrari,6,5,4.0,19.0,1.0,0,0,0,-10,-10,5.0,0.0,0.0,0.0,5.0,11,True,1
13,Dutch Grand Prix,OCO,Alpine,0,17,16.0,10.0,1.0,2,6,0,0,8,,,,,,8,False,8
13,Dutch Grand Prix,GAS,Alpine,0,12,12.0,3.0,0.0,16,9,0,0,25,,,,,,25,False,25
13,Dutch Grand Prix,SAR,Williams,1,10,10.0,20.0,0.0,0,0,0,-10,-10,,,,,,1,True,-9
13,Dutch Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
13,Dutch Grand Prix,HAM,Mercedes,0,13,13.0,6.0,0.0,9,7,0,0,16,,,,,,16,False,16
13,Dutch Grand Prix,STR,Aston Martin,0,11,11.0,11.0,0.0,1,0,0,0,1,,,,,,1,False,1
13,Dutch Grand Prix,HUL,Haas F1 Team,0,15,14.0,12.0,1.0,1,2,0,0,3,,,,,,3,False,3
13,Dutch Grand Prix,ZHO,Alfa Romeo,0,16,15.0,18.0,1.0,0,0,0,-10,-10,,,,,,0,True,-10
13,Dutch Grand Prix,LEC,Ferrari,2,9,9.0,19.0,0.0,0,0,0,-10,-10,,,,,,2,True,-8
13,Dutch Grand Prix,RUS,Mercedes,8,3,3.0,17.0,0.0,0,0,0,0,0,,,,,,8,False,8
13,Dutch Grand Prix,MAG,Haas F1 Team,0,18,0.0,16.0,18.0,0,0,0,0,0,,,,,,0,False,0
13,Dutch Grand Prix,ALB,Williams,7,4,4.0,8.0,0.0,5,0,0,0,5,,,,,,12,False,12
13,Dutch Grand Prix,ALO,Aston Martin,6,5,5.0,2.0,0.0,20,3,0,0,23,,,,,,29,False,29
13,Dutch Grand Prix,TSU,AlphaTauri,0,14,17.0,15.0,-3.0,1,2,0,0,3,,,,,,3,False,3
13,Dutch Grand Prix,NOR,McLaren,9,2,2.0,7.0,0.0,7,0,0,0,7,,,,,,16,False,16
13,Dutch Grand Prix,PER,Red Bull Racing,4,7,7.0,4.0,0.0,13,3,0,0,16,,,,,,20,False,20
13,Dutch Grand Prix,PIA,McLaren,3,8,8.0,9.0,0.0,3,0,0,0,3,,,,,,6,False,6
13,Dutch Grand Prix,BOT,Alfa Romeo,0,19,18.0,14.0,1.0,1,4,0,0,5,,,,,,5,False,5
13,Dutch Grand Prix,SAI,Ferrari,5,6,6.0,5.0,0.0,11,1,0,0,12,,,,,,17,False,17
13,Dutch Grand Prix,LAW,AlphaTauri,0,20,19.0,13.0,1.0,1,6,0,0,7,,,,,,7,False,7
14,Italian Grand Prix,OCO,Alpine,0,18,18.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
14,Italian Grand Prix,GAS,Alpine,0,17,17.0,15.0,0.0,1,2,0,0,3,,,,,,3,False,3
14,Italian Grand Prix,SAR,Williams,0,15,15.0,13.0,0.0,1,2,0,0,3,,,,,,3,False,3
14,Italian Grand Prix,VER,Red Bull Racing,9,2,2.0,1.0,0.0,25,1,0,0,26,,,,,,35,False,35
14,Italian Grand Prix,HAM,Mercedes,3,8,8.0,6.0,0.0,9,2,0,0,11,,,,,,14,False,14
14,Italian Grand Prix,STR,Aston Martin,0,20,20.0,16.0,0.0,0,4,0,0,4,,,,,,4,False,4
14,Italian Grand Prix,HUL,Haas F1 Team,0,13,13.0,17.0,0.0,0,0,0,0,0,,,,,,0,False,0
14,Italian Grand Prix,ZHO,Alfa Romeo,0,16,16.0,14.0,0.0,1,2,0,0,3,,,,,,3,False,3
14,Italian Grand Prix,LEC,Ferrari,8,3,3.0,4.0,0.0,13,0,0,0,13,,,,,,21,False,21
14,Italian Grand Prix,RUS,Mercedes,7,4,4.0,5.0,0.0,11,0,0,0,11,,,,,,18,False,18
14,Italian Grand Prix,MAG,Haas F1 Team,0,19,19.0,18.0,0.0,0,1,0,0,1,,,,,,1,False,1
14,Italian Grand Prix,ALB,Williams,5,6,6.0,7.0,0.0,7,0,0,0,7,,,,,,12,False,12
14,Italian Grand Prix,ALO,Aston Martin,1,10,10.0,9.0,0.0,3,1,0,0,4,,,,,,5,False,5
14,Italian Grand Prix,TSU,AlphaTauri,0,11,11.0,20.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
14,Italian Grand Prix,NOR,McLaren,2,9,9.0,8.0,0.0,5,1,0,0,6,,,,,,8,False,8
14,Italian Grand Prix,PER,Red Bull Racing,6,5,5.0,2.0,0.0,20,3,0,0,23,,,,,,29,False,29
14,Italian Grand Prix,PIA,McLaren,4,7,7.0,12.0,0.0,1,0,0,0,1,,,,,,5,False,5
14,Italian Grand Prix,BOT,Alfa Romeo,0,14,14.0,10.0,0.0,2,4,0,0,6,,,,,,6,False,6
14,Italian Grand Prix,SAI,Ferrari,10,1,1.0,3.0,0.0,16,0,0,0,16,,,,,,26,False,26
14,Italian Grand Prix,LAW,AlphaTauri,0,12,12.0,11.0,0.0,1,1,0,0,2,,,,,,2,False,2
15,Singapore Grand Prix,OCO,Alpine,3,8,8.0,18.0,0.0,0,0,0,-10,-10,,,,,,3,True,-7
15,Singapore Grand Prix,GAS,Alpine,0,12,12.0,6.0,0.0,9,6,0,0,15,,,,,,15,False,15
15,Singapore Grand Prix,SAR,Williams,0,18,18.0,14.0,0.0,1,4,0,0,5,,,,,,5,False,5
15,Singapore Grand Prix,VER,Red Bull Racing,0,11,11.0,5.0,0.0,11,6,0,0,17,,,,,,17,False,17
15,Singapore Grand Prix,HAM,Mercedes,6,5,5.0,3.0,0.0,16,2,0,0,18,,,,,,24,False,24
15,Singapore Grand Prix,STR,Aston Martin,0,20,,,,0,0,0,-10,-10,,,,,,0,True,-10
15,Singapore Grand Prix,HUL,Haas F1 Team,2,9,9.0,13.0,0.0,1,0,0,0,1,,,,,,3,False,3
15,Singapore Grand Prix,ZHO,Alfa Romeo,0,19,19.0,12.0,0.0,1,7,0,0,8,,,,,,8,False,8
15,Singapore Grand Prix,LEC,Ferrari,8,3,3.0,4.0,0.0,13,0,0,0,13,,,,,,21,False,21
15,Singapore Grand Prix,RUS,Mercedes,9,2,2.0,16.0,0.0,0,0,0,-10,-10,,,,,,9,True,-1
15,Singapore Grand Prix,MAG,Haas F1 Team,5,6,6.0,10.0,0.0,2,0,0,0,2,,,,,,7,False,7
15,Singapore Grand Prix,ALB,Williams,0,14,14.0,11.0,0.0,1,3,0,0,4,,,,,,4,False,4
15,Singapore Grand Prix,ALO,Aston Martin,4,7,7.0,15.0,0.0,1,0,0,0,1,,,,,,5,False,5
15,Singapore Grand Prix,TSU,AlphaTauri,0,15,15.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
15,Singapore Grand Prix,NOR,McLaren,7,4,4.0,2.0,0.0,20,2,0,0,22,,,,,,29,False,29
15,Singapore Grand Prix,PER,Red Bull Racing,0,13,13.0,8.0,0.0,5,5,0,0,10,,,,,,10,False,10
15,Singapore Grand Prix,PIA,McLaren,0,17,17.0,7.0,0.0,7,10,0,0,17,,,,,,17,False,17
15,Singapore Grand Prix,BOT,Alfa Romeo,0,16,16.0,17.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
15,Singapore Grand Prix,SAI,Ferrari,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
15,Singapore Grand Prix,LAW,AlphaTauri,1,10,10.0,9.0,0.0,3,1,0,0,4,,,,,,5,False,5
16,Japanese Grand Prix,OCO,Alpine,0,14,14.0,9.0,0.0,3,5,0,0,8,,,,,,8,False,8
16,Japanese Grand Prix,GAS,Alpine,0,12,12.0,10.0,0.0,2,2,0,0,4,,,,,,4,False,4
16,Japanese Grand Prix,SAR,Williams,0,20,20.0,17.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
16,Japanese Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
16,Japanese Grand Prix,HAM,Mercedes,4,7,7.0,5.0,0.0,11,2,0,0,13,,,,,,17,False,17
16,Japanese Grand Prix,STR,Aston Martin,0,17,17.0,18.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
16,Japanese Grand Prix,HUL,Haas F1 Team,0,18,18.0,14.0,0.0,1,4,0,0,5,,,,,,5,False,5
16,Japanese Grand Prix,ZHO,Alfa Romeo,0,19,19.0,13.0,0.0,1,6,0,0,7,,,,,,7,False,7
16,Japanese Grand Prix,LEC,Ferrari,7,4,4.0,4.0,0.0,13,0,0,0,13,,,,,,20,False,20
16,Japanese Grand Prix,RUS,Mercedes,3,8,8.0,7.0,0.0,7,1,0,0,8,,,,,,11,False,11
16,Japanese Grand Prix,MAG,Haas F1 Team,0,15,15.0,15.0,0.0,1,0,0,0,1,,,,,,1,False,1
16,Japanese Grand Prix,ALB,Williams,0,13,13.0,16.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
16,Japanese Grand Prix,ALO,Aston Martin,1,10,10.0,8.0,0.0,5,2,0,0,7,,,,,,8,False,8
16,Japanese Grand Prix,TSU,AlphaTauri,2,9,9.0,12.0,0.0,1,0,0,0,1,,,,,,3,False,3
16,Japanese Grand Prix,NOR,McLaren,8,3,3.0,2.0,0.0,20,1,0,0,21,,,,,,29,False,29
16,Japanese Grand Prix,PER,Red Bull Racing,6,5,5.0,19.0,0.0,0,0,0,-10,-10,,,,,,6,True,-4
16,Japanese Grand Prix,PIA,McLaren,9,2,2.0,3.0,0.0,16,0,0,0,16,,,,,,25,False,25
16,Japanese Grand Prix,BOT,Alfa Romeo,0,16,16.0,20.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
16,Japanese Grand Prix,SAI,Ferrari,5,6,6.0,6.0,0.0,9,0,0,0,9,,,,,,14,False,14
16,Japanese Grand Prix,LAW,AlphaTauri,0,11,11.0,11.0,0.0,1,0,0,0,1,,,,,,1,False,1
17,Qatar Grand Prix,OCO,Alpine,3,8,8.0,7.0,0.0,7,1,0,0,8,0.0,0.0,0.0,-5.0,-5.0,11,False,6
17,Qatar Grand Prix,GAS,Alpine,4,7,7.0,12.0,0.0,1,0,0,0,1,0.0,2.0,0.0,0.0,2.0,7,False,7
17,Qatar Grand Prix,SAR,Williams,0,16,15.0,18.0,1.0,0,0,0,-10,-10,0.0,0.0,0.0,-5.0,-5.0,0,True,-15
17,Qatar Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,7.0,1.0,0.0,0.0,8.0,43,False,43
17,Qatar Grand Prix,HAM,Mercedes,8,3,3.0,19.0,0.0,0,0,0,-10,-10,4.0,7.0,0.0,0.0,11.0,19,True,9
17,Qatar Grand Prix,STR,Aston Martin,0,17,16.0,11.0,1.0,1,5,0,0,6,0.0,3.0,0.0,0.0,3.0,9,False,9
17,Qatar Grand Prix,HUL,Haas F1 Team,0,15,14.0,16.0,1.0,0,0,0,0,0,0.0,0.0,0.0,-5.0,-5.0,0,False,-5
17,Qatar Grand Prix,ZHO,Alfa Romeo,0,20,19.0,9.0,1.0,3,10,0,0,13,0.0,0.0,0.0,0.0,0.0,13,False,13
17,Qatar Grand Prix,LEC,Ferrari,6,5,5.0,5.0,0.0,11,0,0,0,11,0.0,0.0,0.0,0.0,0.0,17,False,17
17,Qatar Grand Prix,RUS,Mercedes,9,2,2.0,4.0,0.0,13,0,0,0,13,5.0,0.0,0.0,0.0,5.0,27,False,27
17,Qatar Grand Prix,MAG,Haas F1 Team,0,19,18.0,14.0,1.0,1,4,0,0,5,0.0,5.0,0.0,0.0,5.0,10,False,10
17,Qatar Grand Prix,ALB,Williams,0,14,13.0,13.0,1.0,1,0,0,0,1,2.0,10.0,0.0,0.0,12.0,13,False,13
17,Qatar Grand Prix,ALO,Aston Martin,7,4,4.0,6.0,0.0,9,0,0,0,9,1.0,1.0,0.0,0.0,2.0,18,False,18
17,Qatar Grand Prix,TSU,AlphaTauri,0,11,11.0,15.0,0.0,1,0,0,0,1,0.0,7.0,0.0,0.0,7.0,8,False,8
17,Qatar Grand Prix,NOR,McLaren,1,10,10.0,3.0,0.0,16,7,0,0,23,6.0,0.0,0.0,0.0,6.0,30,False,30
17,Qatar Grand Prix,PER,Red Bull Racing,0,13,20.0,10.0,-7.0,2,10,0,0,12,0.0,0.0,0.0,-5.0,-5.0,12,False,7
17,Qatar Grand Prix,PIA,McLaren,5,6,6.0,2.0,0.0,20,4,0,0,24,8.0,0.0,0.0,0.0,8.0,37,False,37
17,Qatar Grand Prix,BOT,Alfa Romeo,2,9,9.0,8.0,0.0,5,1,0,0,6,0.0,3.0,0.0,0.0,3.0,11,False,11
17,Qatar Grand Prix,SAI,Ferrari,0,12,12.0,20.0,0.0,0,0,0,-10,-10,3.0,0.0,0.0,0.0,3.0,3,True,-7
17,Qatar Grand Prix,LAW,AlphaTauri,0,18,17.0,17.0,1.0,0,0,0,0,0,0.0,0.0,0.0,-5.0,-5.0,0,False,-5
18,United States Grand Prix,OCO,Alpine,3,8,8.0,18.0,0.0,0,0,0,-10,-10,0.0,2.0,0.0,0.0,2.0,5,True,-5
18,United States Grand Prix,GAS,Alpine,4,7,7.0,6.0,0.0,9,1,0,0,10,2.0,2.0,0.0,0.0,4.0,18,False,18
18,United States Grand Prix,SAR,Williams,0,20,16.0,10.0,4.0,2,6,0,0,8,0.0,1.0,0.0,0.0,1.0,9,False,9
18,United States Grand Prix,VER,Red Bull Racing,5,6,6.0,1.0,0.0,25,5,0,0,30,8.0,0.0,0.0,0.0,8.0,43,False,43
18,United States Grand Prix,HAM,Mercedes,8,3,3.0,19.0,0.0,0,0,0,-10,-10,7.0,1.0,0.0,0.0,8.0,16,True,6
18,United States Grand Prix,STR,Aston Martin,0,19,20.0,7.0,-1.0,7,13,0,0,20,0.0,0.0,0.0,-5.0,-5.0,20,False,15
18,United States Grand Prix,HUL,Haas F1 Team,0,16,18.0,11.0,-2.0,1,7,0,0,8,0.0,1.0,0.0,0.0,1.0,9,False,9
18,United States Grand Prix,ZHO,Alfa Romeo,0,12,12.0,13.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
18,United States Grand Prix,LEC,Ferrari,10,1,1.0,20.0,0.0,0,0,0,-10,-10,6.0,0.0,0.0,0.0,6.0,16,True,6
18,United States Grand Prix,RUS,Mercedes,6,5,5.0,5.0,0.0,11,0,0,0,11,1.0,3.0,0.0,0.0,4.0,21,False,21
18,United States Grand Prix,MAG,Haas F1 Team,0,14,17.0,14.0,-3.0,1,3,0,0,4,0.0,0.0,0.0,0.0,0.0,4,False,4
18,United States Grand Prix,ALB,Williams,0,18,15.0,9.0,3.0,3,6,0,0,9,0.0,0.0,0.0,0.0,0.0,9,False,9
18,United States Grand Prix,TSU,AlphaTauri,0,11,11.0,8.0,0.0,5,3,0,0,8,0.0,5.0,0.0,0.0,5.0,13,False,13
18,United States Grand Prix,ALO,Aston Martin,0,17,19.0,16.0,-2.0,0,0,0,-10,-10,0.0,0.0,0.0,0.0,0.0,0,True,-10
18,United States Grand Prix,RIC,AlphaTauri,0,15,14.0,15.0,1.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
18,United States Grand Prix,NOR,McLaren,9,2,2.0,2.0,0.0,20,0,0,0,20,5.0,0.0,0.0,0.0,5.0,34,False,34
18,United States Grand Prix,PER,Red Bull Racing,2,9,9.0,4.0,0.0,13,5,0,0,18,4.0,2.0,0.0,0.0,6.0,26,False,26
18,United States Grand Prix,PIA,McLaren,1,10,10.0,17.0,0.0,0,0,0,-10,-10,0.0,0.0,0.0,0.0,0.0,1,True,-9
18,United States Grand Prix,BOT,Alfa Romeo,0,13,13.0,12.0,0.0,1,1,0,0,2,0.0,2.0,0.0,0.0,2.0,4,False,4
18,United States Grand Prix,SAI,Ferrari,7,4,4.0,3.0,0.0,16,1,0,0,17,3.0,0.0,0.0,0.0,3.0,27,False,27
19,Mexico City Grand Prix,OCO,Alpine,0,16,15.0,10.0,1.0,2,5,0,0,7,,,,,,7,False,7
19,Mexico City Grand Prix,GAS,Alpine,0,11,11.0,11.0,0.0,1,0,0,0,1,,,,,,1,False,1
19,Mexico City Grand Prix,SAR,Williams,0,20,19.0,16.0,1.0,0,0,0,-10,-10,,,,,,0,True,-10
19,Mexico City Grand Prix,VER,Red Bull Racing,8,3,3.0,1.0,0.0,25,2,0,0,27,,,,,,35,False,35
19,Mexico City Grand Prix,HAM,Mercedes,5,6,6.0,2.0,0.0,20,4,0,0,24,,,,,,29,False,29
19,Mexico City Grand Prix,STR,Aston Martin,0,18,0.0,17.0,18.0,0,0,0,-10,-10,,,,,,0,True,-10
19,Mexico City Grand Prix,HUL,Haas F1 Team,0,12,12.0,13.0,0.0,1,0,0,0,1,,,,,,1,False,1
19,Mexico City Grand Prix,ZHO,Alfa Romeo,1,10,10.0,14.0,0.0,1,0,0,0,1,,,,,,2,False,2
19,Mexico City Grand Prix,LEC,Ferrari,10,1,1.0,3.0,0.0,16,0,0,0,16,,,,,,26,False,26
19,Mexico City Grand Prix,RUS,Mercedes,3,8,8.0,6.0,0.0,9,2,0,0,11,,,,,,14,False,14
19,Mexico City Grand Prix,MAG,Haas F1 Team,0,17,16.0,19.0,1.0,0,0,0,-10,-10,,,,,,0,True,-10
19,Mexico City Grand Prix,ALB,Williams,0,14,14.0,9.0,0.0,3,5,0,0,8,,,,,,8,False,8
19,Mexico City Grand Prix,TSU,AlphaTauri,0,15,18.0,12.0,-3.0,1,6,0,0,7,,,,,,7,False,7
19,Mexico City Grand Prix,ALO,Aston Martin,0,13,13.0,18.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
19,Mexico City Grand Prix,RIC,AlphaTauri,7,4,4.0,7.0,0.0,7,0,0,0,7,,,,,,14,False,14
19,Mexico City Grand Prix,NOR,McLaren,0,19,17.0,5.0,2.0,11,12,0,0,23,,,,,,23,False,23
19,Mexico City Grand Prix,PER,Red Bull Racing,6,5,5.0,20.0,0.0,0,0,0,-10,-10,,,,,,6,True,-4
19,Mexico City Grand Prix,PIA,McLaren,4,7,7.0,8.0,0.0,5,0,0,0,5,,,,,,9,False,9
19,Mexico City Grand Prix,BOT,Alfa Romeo,2,9,9.0,15.0,0.0,1,0,0,0,1,,,,,,3,False,3
19,Mexico City Grand Prix,SAI,Ferrari,9,2,2.0,4.0,0.0,13,0,0,0,13,,,,,,22,False,22
20,São Paulo Grand Prix,OCO,Alpine,0,12,14.0,10.0,-2.0,2,4,0,0,6,0.0,2.0,0.0,0.0,2.0,8,False,8
20,São Paulo Grand Prix,GAS,Alpine,0,13,15.0,7.0,-2.0,7,8,0,0,15,0.0,0.0,0.0,0.0,0.0,15,False,15
20,São Paulo Grand Prix,SAR,Williams,0,19,19.0,11.0,0.0,1,8,0,0,9,0.0,0.0,0.0,0.0,0.0,9,False,9
20,São Paulo Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,8.0,1.0,0.0,0.0,9.0,44,False,44
20,São Paulo Grand Prix,HAM,Mercedes,6,5,5.0,8.0,0.0,5,0,0,0,5,2.0,0.0,0.0,0.0,2.0,13,False,13
20,São Paulo Grand Prix,STR,Aston Martin,8,3,3.0,5.0,0.0,11,0,0,0,11,0.0,5.0,0.0,0.0,5.0,24,False,24
20,São Paulo Grand Prix,HUL,Haas F1 Team,0,11,11.0,12.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
20,São Paulo Grand Prix,ZHO,Alfa Romeo,0,20,20.0,17.0,0.0,0,0,0,-10,-10,0.0,1.0,0.0,0.0,1.0,1,True,-9
20,São Paulo Grand Prix,LEC,Ferrari,9,2,2.0,20.0,0.0,0,0,0,-10,-10,4.0,2.0,0.0,0.0,6.0,15,True,5
20,São Paulo Grand Prix,RUS,Mercedes,5,6,8.0,15.0,-2.0,0,0,0,-10,-10,5.0,0.0,0.0,0.0,5.0,10,True,0
20,São Paulo Grand Prix,MAG,Haas F1 Team,0,14,12.0,18.0,2.0,0,0,0,-10,-10,0.0,0.0,0.0,0.0,0.0,0,True,-10
20,São Paulo Grand Prix,ALB,Williams,0,15,13.0,19.0,2.0,0,0,0,-10,-10,0.0,4.0,0.0,0.0,4.0,4,True,-6
20,São Paulo Grand Prix,ALO,Aston Martin,7,4,4.0,3.0,0.0,16,1,0,0,17,0.0,4.0,0.0,0.0,4.0,28,False,28
20,São Paulo Grand Prix,TSU,AlphaTauri,0,16,16.0,9.0,0.0,3,7,0,0,10,3.0,0.0,0.0,0.0,3.0,13,False,13
20,São Paulo Grand Prix,RIC,AlphaTauri,0,17,17.0,13.0,0.0,1,4,0,0,5,0.0,0.0,0.0,0.0,0.0,5,False,5
20,São Paulo Grand Prix,NOR,McLaren,4,7,6.0,2.0,1.0,20,4,0,0,24,7.0,0.0,0.0,0.0,7.0,35,False,35
20,São Paulo Grand Prix,PER,Red Bull Racing,2,9,9.0,4.0,0.0,13,5,0,0,18,6.0,0.0,0.0,0.0,6.0,26,False,26
20,São Paulo Grand Prix,PIA,McLaren,1,10,10.0,14.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2,False,2
20,São Paulo Grand Prix,BOT,Alfa Romeo,0,18,18.0,16.0,0.0,0,0,0,-10,-10,0.0,0.0,0.0,0.0,0.0,0,True,-10
20,São Paulo Grand Prix,SAI,Ferrari,3,8,7.0,6.0,1.0,9,1,0,0,10,1.0,1.0,0.0,0.0,2.0,15,False,15
21,Las Vegas Grand Prix,OCO,Alpine,0,17,16.0,4.0,1.0,13,12,0,0,25,,,,,,25,False,25
21,Las Vegas Grand Prix,GAS,Alpine,6,5,4.0,11.0,1.0,1,0,0,0,1,,,,,,7,False,7
21,Las Vegas Grand Prix,SAR,Williams,4,7,6.0,16.0,1.0,0,0,0,0,0,,,,,,4,False,4
21,Las Vegas Grand Prix,VER,Red Bull Racing,8,3,2.0,1.0,1.0,25,1,0,0,26,,,,,,34,False,34
21,Las Vegas Grand Prix,HAM,Mercedes,0,11,10.0,7.0,1.0,7,3,0,0,10,,,,,,10,False,10
21,Las Vegas Grand Prix,STR,Aston Martin,0,14,19.0,5.0,-5.0,11,14,0,0,25,,,,,,25,False,25
21,Las Vegas Grand Prix,HUL,Haas F1 Team,0,13,13.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
21,Las Vegas Grand Prix,ZHO,Alfa Romeo,0,18,17.0,15.0,1.0,1,2,0,0,3,,,,,,3,False,3
21,Las Vegas Grand Prix,LEC,Ferrari,10,1,1.0,2.0,0.0,20,0,0,0,20,,,,,,30,False,30
21,Las Vegas Grand Prix,RUS,Mercedes,7,4,3.0,8.0,1.0,5,0,0,0,5,,,,,,12,False,12
21,Las Vegas Grand Prix,MAG,Haas F1 Team,2,9,8.0,13.0,1.0,1,0,0,0,1,,,,,,3,False,3
21,Las Vegas Grand Prix,ALB,Williams,5,6,5.0,12.0,1.0,1,0,0,0,1,,,,,,6,False,6
21,Las Vegas Grand Prix,ALO,Aston Martin,1,10,9.0,9.0,1.0,3,0,0,0,3,,,,,,4,False,4
21,Las Vegas Grand Prix,TSU,AlphaTauri,0,20,20.0,18.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
21,Las Vegas Grand Prix,RIC,AlphaTauri,0,15,14.0,14.0,1.0,1,0,0,0,1,,,,,,1,False,1
21,Las Vegas Grand Prix,NOR,McLaren,0,16,15.0,20.0,1.0,0,0,0,-10,-10,,,,,,0,True,-10
21,Las Vegas Grand Prix,PER,Red Bull Racing,0,12,11.0,3.0,1.0,16,8,0,0,24,,,,,,24,False,24
21,Las Vegas Grand Prix,PIA,McLaren,0,19,18.0,10.0,1.0,2,8,0,0,10,,,,,,10,False,10
21,Las Vegas Grand Prix,BOT,Alfa Romeo,3,8,7.0,17.0,1.0,0,0,0,0,0,,,,,,3,False,3
